ID_Customer,Cluster
478029,0
478057,1
478137,0
478177,0
478181,0
478259,3
478302,1
478329,0
478483,0
478485,0
478495,2
478503,4
478518,2
478519,0
478567,0
478654,3
478841,0
478893,0
478905,2
478946,0
479006,1
479070,4
479081,0
479158,0
479176,0
479224,4
479355,0
479396,0
479430,0
479541,0
479634,3
479662,2
479684,3
479700,1
479740,0
479747,0
479828,0
479897,5
479957,4
479981,0
479995,4
480015,0
480021,0
480093,0
480211,0
480354,0
480410,0
480428,1
480502,0
480679,1
480709,5
480818,0
480827,2
480863,0
480901,0
481064,4
481070,3
481113,1
481132,0
481140,0
481148,0
481170,0
481224,1
481285,3
481300,4
481340,0
481385,0
481403,0
481419,1
481434,0
481465,0
481472,1
481476,1
481503,0
481568,0
481644,3
481663,0
481676,1
481770,0
481794,5
481840,0
481878,0
481892,0
481898,0
481922,0
481942,0
481982,0
482037,0
482044,4
482079,3
482095,3
482107,0
482154,4
482194,4
482219,0
482267,3
482300,1
482315,0
482384,0
482411,0
482415,4
482469,5
482505,4
482575,0
482589,0
482602,0
482621,5
482634,4
482637,0
482695,0
482696,0
482714,0
482721,0
482745,0
482759,0
482769,0
482778,0
482830,0
482936,4
483047,0
483064,0
483095,4
483098,0
483132,0
483143,4
483163,0
483165,0
483222,0
483318,3
483371,0
483398,0
483436,0
483447,1
483477,0
483520,3
483596,1
483615,0
483696,0
483740,0
483774,2
483788,0
483868,0
483875,3
483935,0
483950,0
483977,4
483979,1
484056,3
484108,2
484112,3
484125,0
484151,5
484163,3
484219,4
484230,4
484354,0
484382,0
484384,2
484456,1
484503,0
484597,5
484616,0
484693,3
484725,0
484913,0
485009,0
485010,2
485104,0
485123,3
485260,4
485263,0
485276,0
485304,1
485311,5
485347,4
485430,0
485461,0
485556,0
485575,1
485592,3
485601,5
485701,0
485702,0
485704,0
485729,3
485747,0
485753,1
485756,0
485763,0
485789,4
485853,0
485865,2
485931,0
485995,4
486163,0
486202,4
486258,0
486268,0
486352,0
486361,0
486373,0
486400,3
486447,0
486492,5
486497,1
486515,1
486592,0
486598,4
486639,1
486739,1
486772,0
486849,3
486871,0
486880,0
486941,2
486977,0
486990,0
487010,0
487030,0
487120,0
487137,0
487203,2
487220,5
487246,4
487281,1
487311,0
487323,1
487410,2
487442,0
487590,0
487701,1
487724,0
487813,0
487921,5
487925,0
487971,3
487976,0
488046,3
488099,2
488112,3
488134,0
488226,4
488298,0
488359,0
488398,3
488413,1
488452,0
488493,0
488498,3
488599,5
488686,2
488688,5
488697,0
488854,0
488887,2
488913,0
489014,0
489097,0
489207,1
489278,5
489290,0
489344,0
489407,0
489427,0
489456,0
489457,0
489510,0
489647,4
489732,1
489906,3
489910,0
489925,3
489926,3
489933,5
489936,2
489975,1
490003,0
490031,5
490042,3
490100,0
490112,5
490135,0
490169,0
490254,1
490317,1
490419,0
490423,0
490450,0
490539,3
490594,0
490659,0
490692,3
490711,0
490775,3
490876,1
490894,3
490945,3
490956,1
491067,0
491069,0
491138,5
491246,0
491359,1
491402,5
491441,3
491540,3
491552,5
491577,4
491607,0
491648,4
491710,0
491724,0
491754,0
491765,3
491794,1
491844,5
491962,0
491972,4
492040,5
492050,4
492218,0
492231,0
492238,4
492253,0
492262,1
492272,1
492328,3
492339,0
492372,0
492378,4
492382,4
492429,0
492444,0
492527,2
492530,0
492615,0
492621,0
492622,0
492662,0
492727,0
492747,5
492784,0
492787,1
492799,1
492845,0
492856,0
492928,0
492993,0
493023,3
493144,0
493183,5
493202,0
493234,4
493256,0
493260,0
493312,1
493451,4
493489,0
493505,0
493507,0
493508,0
493562,3
493611,3
493653,0
493660,0
493751,0
493770,3
493804,0
493861,0
493923,0
493988,4
493991,4
494008,4
494025,4
494030,0
494056,0
494121,3
494122,5
494148,1
494198,0
494204,0
494221,0
494251,4
494263,0
494336,0
494351,2
494402,0
494610,1
494675,0
494680,0
494700,0
494714,0
494845,0
494849,4
494933,0
494939,0
495012,0
495027,0
495128,1
495176,0
495230,0
495253,1
495492,4
495622,0
495626,4
495666,0
495675,5
495860,3
495995,0
496001,0
496068,0
496080,3
496204,0
496235,0
496247,0
496251,1
496347,3
496421,0
496463,3
496476,2
496665,0
496666,0
496745,3
496793,0
496803,3
496816,0
496822,0
496845,4
496887,0
496928,0
496968,2
497042,0
497072,0
497117,0
497137,0
497160,0
497163,3
497191,0
497239,0
497446,0
497481,0
497529,0
497534,0
497589,2
497609,0
497635,0
497654,4
497695,0
497720,1
497734,0
497825,0
497843,0
497877,0
497897,0
498112,0
498128,0
498134,3
498208,4
498234,0
498307,0
498313,0
498314,5
498335,0
498379,0
498414,4
498421,3
498429,0
498470,0
498475,5
498516,0
498536,0
498539,0
498555,0
498563,0
498577,3
498618,0
498632,0
498635,0
498650,0
498689,0
498711,4
498791,0
498857,0
498909,0
498938,2
499020,4
499031,0
499037,0
499046,0
499052,0
499081,2
499095,0
499114,0
499224,1
499233,0
499272,5
499325,0
499433,4
499434,3
499494,0
499529,0
499532,0
499547,2
499558,1
499720,5
499762,0
499779,0
499783,1
499811,0
499822,0
499871,4
499930,0
499978,1
500014,0
500118,0
500137,0
500391,0
500408,0
500440,0
500522,2
500523,0
500586,0
500603,0
500627,0
500637,5
500751,2
500897,0
500907,0
500965,0
500977,0
501004,1
501047,0
501086,3
501128,0
501230,0
501252,0
501292,0
501299,2
501327,2
501504,4
501541,0
501567,0
501592,0
501639,0
501781,0
501841,2
501846,3
501927,0
501936,2
501937,0
501941,1
502045,0
502076,0
502099,0
502119,0
502268,0
502307,0
502315,0
502330,0
502345,0
502408,3
502460,0
502464,0
502469,0
502525,4
502528,1
502529,1
502544,0
502566,0
502576,0
502596,0
502721,0
502756,0
502840,0
502954,0
502975,5
502985,0
503012,3
503016,5
503030,0
503039,0
503059,4
503110,4
503120,3
503126,4
503129,3
503137,0
503138,0
503158,0
503174,0
503203,0
503241,0
503288,0
503340,0
503354,2
503510,0
503549,0
503575,0
503576,0
503595,0
503620,0
503625,0
503719,1
503768,0
503787,0
503805,3
503835,3
503847,0
503918,0
503928,1
504021,1
504060,0
504073,3
504173,4
504227,0
504235,1
504276,1
504499,0
504590,3
504634,1
504649,0
504668,4
504684,0
504740,0
504753,4
504809,0
504812,0
504906,1
504951,0
504958,4
504990,0
505047,0
505054,0
505070,4
505106,1
505136,0
505160,3
505187,1
505189,1
505263,0
505265,5
505277,2
505326,1
505341,5
505358,4
505387,4
505411,0
505422,0
505449,0
505465,1
505480,0
505490,0
505520,0
505531,0
505549,0
505600,4
505676,2
505721,0
505758,2
505787,5
505800,1
505831,3
505850,0
505876,0
505903,0
505935,0
506034,3
506110,0
506133,5
506176,0
506192,0
506272,3
506324,3
506341,0
506376,0
506422,0
506425,0
506429,0
506511,0
506542,0
506596,0
506685,0
506727,0
506846,3
506870,1
506935,0
506949,0
506984,0
506985,0
507091,0
507097,4
507099,0
507138,0
507140,0
507153,5
507176,5
507250,0
507278,5
507327,0
507366,0
507477,0
507563,0
507567,4
507663,0
507752,0
507768,0
507785,4
507793,3
507841,1
507858,0
507908,0
507914,4
507948,0
507968,0
508010,0
508011,0
508113,0
508189,3
508192,0
508265,2
508302,0
508370,0
508466,0
508530,3
508568,4
508732,0
508751,0
508835,5
508865,0
508990,4
508998,0
509026,3
509409,0
509426,2
509469,4
509485,1
509492,4
509499,0
509501,3
509530,4
509631,4
509634,3
509637,0
509652,0
509718,1
509738,0
509782,4
509789,0
509835,1
509931,3
509934,4
509991,1
510024,4
510036,3
510091,3
510108,3
510206,0
510213,1
510438,0
510495,0
510521,0
510564,0
510595,1
510620,0
510702,0
510752,0
510754,3
510763,0
510821,1
510883,0
510937,3
510979,0
511004,0
511065,0
511073,0
511123,0
511202,1
511219,0
511263,0
511270,2
511281,0
511390,0
511391,3
511583,3
511601,3
511649,0
511655,3
511656,0
511678,0
511836,0
511877,0
511883,0
511920,0
511927,0
511989,0
512012,2
512047,0
512148,0
512233,0
512288,2
512290,0
512324,5
512333,0
512382,0
512392,4
512419,0
512451,0
512522,0
512563,1
512587,1
512591,0
512597,1
512603,0
512704,1
512717,3
512724,0
512845,0
512857,0
512898,0
512929,0
512966,1
513002,0
513004,0
513105,0
513158,0
513193,0
513319,3
513321,4
513437,0
513579,1
513627,0
513659,0
513688,0
513738,0
513795,0
513837,2
513882,0
513944,0
513953,0
513966,5
514017,2
514042,1
514059,4
514094,0
514146,3
514307,4
514314,0
514394,5
514445,1
514454,2
514460,2
514608,1
514679,0
514698,0
514720,0
514732,0
514758,1
514859,2
514861,3
514903,0
514923,0
514935,3
514956,0
515053,0
515212,0
515272,3
515289,2
515315,1
515374,1
515447,1
515496,4
515570,0
515604,0
515642,0
515680,4
515687,3
515796,0
515807,3
515866,0
515904,0
515908,3
515944,0
515949,4
515962,0
515998,1
516008,0
516039,0
516046,2
516122,4
516137,1
516192,0
516204,3
516211,0
516246,1
516258,5
516336,5
516339,0
516344,0
516381,0
516412,0
516492,2
516514,3
516521,3
516534,0
516586,0
516630,0
516659,0
516696,3
516733,5
516844,5
516860,0
516881,0
516895,3
516966,0
516970,0
517021,0
517034,0
517035,0
517043,0
517055,0
517108,0
517233,0
517275,0
517283,2
517344,0
517345,0
517418,1
517465,3
517501,0
517539,0
517560,2
517568,0
517622,0
517669,0
517703,0
517741,0
517748,0
517817,0
517866,0
517872,4
517985,0
518077,1
518101,1
518103,0
518236,5
518270,1
518352,0
518357,3
518365,0
518376,0
518378,3
518421,0
518428,5
518451,0
518529,0
518543,4
518557,1
518745,3
518762,0
518827,0
518834,0
518870,0
518891,0
518893,0
518894,0
518903,0
518937,0
518946,0
519016,3
519046,3
519067,0
519081,1
519147,2
519148,0
519163,3
519280,3
519363,4
519404,4
519406,0
519448,0
519528,0
519630,0
519731,5
519785,3
519787,4
519850,0
519854,0
519874,0
519883,5
519965,3
520003,3
520005,0
520009,4
520024,0
520154,0
520216,0
520226,0
520227,0
520326,4
520334,2
520351,3
520420,0
520429,0
520431,2
520450,3
520459,1
520588,0
520589,0
520597,0
520607,3
520640,3
520656,0
520679,4
520742,0
520815,0
520837,0
520895,0
520956,1
520989,0
520993,0
521047,0
521128,1
521141,5
521143,5
521147,0
521165,4
521176,0
521232,0
521233,3
521255,2
521265,4
521266,0
521292,0
521302,0
521319,1
521323,0
521325,0
521356,3
521363,2
521422,5
521463,1
521554,0
521571,0
521575,0
521685,0
521718,5
521746,1
521801,0
521802,3
521837,0
521932,1
522055,0
522117,0
522127,0
522154,1
522208,0
522261,0
522384,0
522420,3
522466,0
522524,3
522638,5
522657,0
522668,0
522689,4
522747,0
522755,4
522787,4
522792,4
522839,0
522879,0
522896,0
522953,3
523033,0
523052,0
523074,0
523085,0
523131,3
523174,4
523316,4
523332,1
523362,1
523431,3
523624,0
523628,4
523646,2
523658,2
523686,0
523689,0
523700,5
523707,4
523729,0
523743,0
523811,5
523823,0
523854,0
523876,0
523916,5
523931,1
523976,2
524090,3
524100,4
524114,0
524176,3
524194,0
524198,5
524276,1
524327,0
524348,0
524384,0
524508,0
524509,0
524570,4
524588,0
524601,2
524722,0
524844,4
524865,5
524915,0
524932,0
524937,0
524948,0
525003,5
525035,0
525068,0
525091,3
525153,0
525233,0
525348,0
525365,0
525372,0
525413,5
525465,1
525496,4
525600,0
525616,0
525620,4
525698,0
525747,3
525771,3
525837,0
525856,0
525934,0
525968,4
525985,4
525986,5
526092,4
526093,0
526126,0
526141,1
526306,4
526325,0
526354,5
526402,0
526411,0
526439,0
526490,1
526499,3
526502,0
526512,0
526582,0
526604,0
526703,3
526763,0
526899,2
526923,4
527024,0
527032,0
527049,0
527107,0
527123,5
527167,2
527197,0
527269,0
527322,0
527330,0
527335,2
527378,5
527380,0
527396,0
527405,0
527425,3
527427,0
527452,0
527472,5
527529,5
527548,0
527653,0
527666,0
527736,1
527828,1
527837,0
527850,0
527923,0
528016,1
528047,0
528074,0
528179,2
528213,5
528241,5
528255,0
528337,0
528382,3
528387,3
528401,0
528460,0
528492,5
528494,2
528498,0
528534,0
528554,0
528556,3
528610,0
528629,0
528635,0
528703,0
528723,0
528750,5
528820,4
528825,4
528907,0
528909,2
528963,0
529007,0
529055,3
529065,0
529112,0
529143,3
529157,3
529208,0
529214,3
529220,5
529253,0
529277,0
529291,0
529353,2
529418,0
529466,3
529546,0
529558,0
529780,4
529870,3
529937,2
529963,0
529985,0
530003,0
530011,0
530012,0
530015,3
530074,3
530082,0
530088,0
530091,0
530100,0
530114,0
530123,3
530168,0
530208,3
530224,0
530265,0
530287,0
530329,5
530353,4
530487,3
530508,0
530517,0
530542,0
530633,0
530640,0
530641,4
530650,1
530663,0
530704,0
530756,0
530776,0
530793,0
530794,5
530920,0
530958,1
530963,1
531004,0
531007,1
531183,5
531200,0
531209,0
531218,4
531240,0
531348,5
531387,0
531392,0
531453,0
531637,0
531712,0
531734,0
531755,0
531796,4
531821,0
532016,0
532023,2
532044,5
532048,5
532085,0
532097,5
532098,0
532109,0
532138,2
532144,0
532233,1
532251,0
532346,0
532352,0
532372,3
532415,5
532526,0
532572,4
532582,0
532606,0
532666,0
532714,0
532788,0
532806,3
532920,0
532923,0
533074,0
533122,3
533128,4
533161,0
533181,0
533202,0
533229,0
533288,0
533292,0
533320,0
533368,0
533396,2
533451,1
533455,0
533554,0
533661,0
533689,0
533809,2
533810,0
533811,0
533826,0
533830,5
533867,0
534067,0
534119,3
534196,5
534240,0
534275,0
534354,0
534388,3
534413,1
534426,3
534478,0
534507,0
534525,0
534537,5
534553,0
534590,0
534595,3
534596,0
534606,3
534730,0
534731,0
534754,0
534785,1
534810,3
534845,4
534923,1
534924,0
534929,0
535158,0
535159,5
535179,0
535302,4
535430,0
535491,0
535576,4
535580,0
535607,0
535609,1
535618,4
535638,0
535666,3
535712,0
535755,3
535800,4
535806,0
535807,0
535817,0
535825,0
535839,0
535907,0
535926,0
535976,3
535998,1
536058,0
536131,5
536172,0
536210,5
536291,0
536420,0
536496,0
536552,0
536594,0
536600,0
536626,0
536750,4
536835,4
536874,2
536920,1
536938,0
536978,5
536983,0
537101,0
537187,5
537220,3
537310,1
537355,0
537361,5
537379,3
537403,0
537536,0
537561,1
537568,3
537600,3
537693,0
537738,2
537775,0
537842,5
537847,3
537858,0
537860,0
537880,1
537890,5
537904,0
538044,3
538254,0
538295,0
538337,5
538344,4
538398,3
538401,0
538431,2
538461,3
538516,1
538527,0
538600,0
538613,0
538624,0
538649,0
538651,0
538719,4
538733,3
538743,4
538776,0
538803,0
538808,0
538820,0
538840,0
538851,4
538875,0
538895,5
538936,0
539007,0
539029,0
539055,0
539065,4
539078,5
539092,3
539244,0
539265,0
539269,0
539392,0
539465,1
539479,3
539483,0
539503,0
539563,3
539565,0
539685,1
539696,4
539845,5
539892,0
539934,3
539941,0
539948,0
539966,4
539980,3
540012,0
540067,0
540078,0
540167,0
540180,3
540196,0
540233,0
540247,0
540276,0
540298,0
540352,4
540355,5
540360,2
540424,4
540445,0
540449,0
540453,1
540491,0
540513,0
540591,1
540622,0
540641,1
540642,0
540769,0
540785,0
540829,2
540856,5
540876,1
540956,0
541014,0
541043,5
541222,0
541316,3
541329,4
541348,0
541352,3
541371,3
541385,0
541412,0
541417,5
541523,0
541601,0
541721,0
541774,0
541784,0
541811,1
541839,0
541870,1
541898,0
541985,0
542029,0
542068,0
542104,0
542123,3
542186,4
542204,4
542254,0
542258,0
542267,0
542355,0
542399,0
542401,0
542405,1
542464,3
542465,0
542501,0
542575,0
542619,0
542643,1
542648,0
542659,1
542743,0
542745,0
542785,3
542860,0
542894,0
542924,0
542939,0
543024,0
543041,5
543158,0
543218,0
543223,0
543269,0
543322,3
543359,1
543468,0
543477,0
543508,1
543529,0
543544,0
543619,4
543642,2
543666,2
543716,0
543724,0
543736,3
543739,3
543747,0
543772,4
543840,0
543902,4
543914,5
543937,4
543959,0
543990,0
544013,0
544016,0
544025,0
544067,1
544070,1
544132,5
544168,1
544180,0
544186,3
544262,3
544401,2
544461,0
544488,3
544505,4
544527,0
544788,0
544839,5
544905,0
545022,1
545044,0
545084,4
545117,0
545175,0
545218,0
545302,3
545340,4
545348,0
545388,0
545419,0
545420,0
545428,0
545460,0
545467,4
545468,1
545502,0
545503,4
545529,0
545578,0
545581,0
545634,0
545638,0
545689,4
545738,4
545749,5
545806,0
545886,1
545980,0
545990,0
546000,0
546035,0
546085,0
546147,0
546154,5
546284,0
546297,3
546333,0
546361,5
546391,0
546429,1
546438,0
546471,0
546559,0
546560,2
546682,0
546785,0
546873,0
547010,0
547064,0
547106,0
547220,3
547235,0
547271,0
547288,0
547466,4
547511,0
547530,0
547629,3
547643,5
547679,0
547731,0
547751,5
547756,0
547871,1
547907,1
547991,0
548008,0
548082,0
548104,1
548116,1
548197,0
548249,3
548279,0
548325,0
548380,0
548410,0
548527,2
548556,0
548684,0
548700,0
548713,0
548766,5
548787,0
548812,0
548835,0
548859,0
548871,0
548890,2
548891,0
548926,5
548931,3
549052,0
549106,0
549165,0
549216,0
549238,0
549295,3
549300,0
549303,1
549370,0
549414,0
549527,5
549554,0
549570,4
549600,0
549644,0
549656,0
549698,0
549717,0
549742,0
549786,3
549819,5
549840,0
549847,0
549875,0
549977,0
549979,0
549980,0
550015,1
550038,4
550055,0
550058,3
550072,0
550100,1
550105,3
550167,3
550226,0
550247,0
550300,0
550363,3
550404,0
550453,0
550461,4
550495,0
550512,0
550543,1
550616,0
550624,0
550653,0
550743,3
550774,1
550953,0
551029,3
551034,0
551037,0
551084,0
551173,5
551207,1
551233,0
551239,0
551296,4
551329,5
551349,0
551384,5
551404,0
551417,4
551465,1
551488,1
551489,5
551527,0
551538,0
551562,0
551595,0
551615,0
551625,0
551642,2
551684,1
551723,0
551743,3
551788,2
551799,0
551826,3
551902,0
551917,0
551980,0
552101,0
552109,0
552116,3
552152,0
552185,1
552222,0
552234,3
552279,2
552337,0
552377,0
552442,3
552487,0
552531,0
552574,3
552583,0
552603,0
552625,5
552638,3
552650,0
552669,2
552689,0
552728,0
552758,2
552779,1
552832,0
552835,3
552872,0
552932,0
552947,4
552954,0
552998,0
553038,1
553051,0
553224,4
553250,0
553335,0
553369,0
553370,0
553388,0
553477,3
553483,0
553511,0
553523,0
553565,4
553596,0
553618,3
553654,1
553699,1
553774,0
553828,4
553838,0
553961,0
553983,2
554084,0
554124,3
554273,0
554341,0
554351,0
554389,0
554478,5
554530,0
554594,0
554620,0
554626,4
554631,4
554700,4
554732,3
554738,1
554824,0
554921,0
554926,0
554928,4
554944,3
554995,0
555065,0
555115,4
555186,0
555211,0
555214,4
555241,5
555255,0
555288,0
555335,0
555367,2
555399,0
555456,4
555461,0
555544,0
555579,0
555587,0
555629,0
555741,4
555751,3
555838,3
555929,0
555942,5
555991,5
556070,0
556114,0
556177,3
556286,0
556355,0
556375,0
556409,0
556412,0
556418,1
556422,4
556439,0
556449,3
556518,1
556725,0
556730,0
556739,0
556780,5
556782,0
556792,3
556832,0
556838,3
556936,1
556941,0
556973,0
556983,0
556998,0
557014,2
557021,0
557039,0
557045,0
557050,0
557069,0
557096,0
557130,0
557138,3
557252,0
557330,0
557336,3
557346,0
557354,0
557428,0
557487,3
557547,0
557559,0
557599,0
557634,0
557642,0
557688,0
557780,3
557814,0
557885,0
557900,0
557946,0
557962,0
557997,1
558031,0
558034,3
558096,0
558112,1
558118,0
558172,0
558227,4
558229,0
558233,0
558258,0
558402,4
558456,2
558485,5
558501,1
558543,3
558646,0
558670,4
558690,4
558753,0
558771,0
558778,5
558837,0
558859,0
558884,0
558893,0
558906,0
558915,0
558958,5
558964,0
558970,2
558975,4
558978,3
559010,1
559058,0
559098,0
559208,0
559209,1
559239,3
559253,3
559330,0
559331,0
559406,0
559488,0
559508,0
559509,0
559542,0
559589,3
559804,4
559875,0
559912,4
559987,0
560021,1
560094,3
560266,0
560288,1
560390,0
560391,0
560742,0
560747,0
560762,5
560788,0
560809,0
560883,0
560917,0
560960,0
560994,3
561018,0
561022,0
561122,0
561202,1
561229,4
561234,0
561241,1
561277,5
561318,0
561326,0
561382,3
561401,0
561462,0
561509,4
561557,0
561562,0
561572,0
561603,0
561611,1
561644,0
561658,3
561705,3
561719,4
561737,5
561793,5
561851,3
561885,0
561897,0
561904,0
561938,2
561943,0
561965,0
562024,4
562044,0
562094,3
562112,0
562119,0
562184,0
562318,0
562335,3
562358,0
562502,0
562641,0
562661,0
562671,0
562677,4
562731,0
562845,0
562958,5
563007,0
563012,0
563023,0
563032,4
563036,0
563127,4
563178,0
563210,0
563222,4
563230,4
563318,5
563376,1
563477,0
563524,0
563526,0
563549,0
563565,0
563608,3
563633,0
563654,3
563667,0
563714,0
563775,0
563806,0
563808,5
563887,0
563904,1
564011,0
564066,4
564074,4
564124,3
564243,0
564244,0
564290,0
564356,0
564425,0
564446,4
564456,0
564460,0
564525,0
564558,0
564566,4
564588,5
564621,0
564658,3
564707,0
564719,0
564735,0
564782,0
564877,0
564895,0
564988,0
565002,0
565004,0
565084,0
565102,0
565133,0
565135,0
565155,0
565192,4
565200,4
565216,0
565236,0
565279,0
565334,0
565378,5
565380,5
565392,5
565416,1
565441,0
565453,0
565454,4
565528,0
565554,0
565616,5
565643,0
565708,0
565711,5
565732,0
565757,1
565808,0
565857,0
565911,0
565961,3
565980,3
566001,3
566111,3
566154,0
566163,0
566167,0
566184,0
566208,5
566304,3
566322,0
566327,4
566372,4
566458,4
566482,0
566504,0
566518,0
566554,0
566624,0
566647,0
566650,5
566656,2
566738,0
566742,1
566798,0
566868,0
566916,0
566931,0
566954,0
566980,0
567080,3
567083,0
567105,0
567166,0
567189,3
567227,0
567255,3
567259,1
567324,0
567355,4
567373,1
567416,5
567463,4
567486,0
567494,0
567567,0
567572,2
567590,0
567619,0
567637,0
567664,0
567676,1
567687,1
567709,0
567720,0
567748,0
567753,2
567763,0
567817,0
567924,0
567962,3
568043,5
568060,0
568146,2
568171,5
568209,0
568276,3
568337,3
568339,3
568347,5
568396,0
568407,0
568414,0
568433,0
568472,0
568487,0
568499,3
568522,0
568544,0
568546,0
568559,4
568584,0
568641,0
568679,1
568732,5
568766,0
568795,5
568840,0
568861,0
568904,0
568916,5
568945,5
568949,0
568966,0
568990,0
569010,4
569083,0
569094,3
569119,3
569173,0
569180,5
569214,0
569267,1
569268,0
569271,4
569283,0
569306,0
569365,5
569414,1
569435,2
569439,1
569443,5
569465,5
569541,2
569594,0
569616,1
569645,0
569660,0
569704,0
569806,0
569880,0
569891,0
569916,5
569921,1
569960,4
569961,0
570043,0
570088,0
570120,0
570142,1
570224,3
570230,0
570259,5
570267,0
570346,0
570462,5
570540,1
570579,4
570698,0
570862,0
570917,1
571030,0
571081,1
571109,3
571134,4
571201,0
571206,0
571318,4
571417,0
571496,1
571552,0
571584,0
571641,1
571658,3
571749,0
571799,0
571818,4
571838,0
571871,0
572096,0
572106,0
572119,0
572342,1
572391,0
572407,0
572507,0
572515,0
572544,5
572555,0
572564,0
572586,5
572591,1
572592,5
572597,1
572605,0
572614,2
572640,0
572692,5
572724,0
572781,5
572787,0
572811,5
572827,0
572885,0
572910,3
573019,0
573024,0
573101,5
573115,0
573117,0
573148,4
573192,0
573254,3
573259,0
573270,5
573291,0
573345,0
573357,0
573444,1
573471,0
573488,4
573525,0
573760,3
573811,0
573818,0
573833,3
574102,0
574103,0
574157,1
574203,0
574308,0
574420,1
574473,0
574496,1
574585,5
574587,0
574598,2
574606,0
574665,3
574679,0
574684,0
574708,3
574718,0
574729,3
574818,5
574828,0
574860,3
574898,4
574921,0
574958,0
574965,3
575015,4
575020,0
575103,0
575211,3
575231,2
575238,3
575239,0
575499,0
575536,2
575641,0
575680,0
575718,0
575781,4
575794,0
575826,3
575898,1
576083,3
576093,5
576156,5
576162,0
576174,0
576210,0
576282,3
576320,4
576355,1
576377,0
576455,4
576485,0
576498,2
576519,0
576568,1
576580,0
576610,1
576644,0
576645,4
576673,0
576690,0
576693,0
576820,0
576833,5
576864,4
576911,0
576943,1
577008,1
577040,3
577043,0
577075,3
577083,0
577089,0
577100,1
577142,0
577185,2
577191,0
577256,4
577280,0
577336,3
577415,1
577439,0
577446,5
577459,0
577507,0
577599,4
577655,0
577667,4
577797,4
577856,2
577859,0
577874,3
